latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-34.622143,-58.40909,19.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),precipitation (mm),rain (mm),surface_pressure (hPa),wind_speed_100m (km/h),soil_moisture_0_to_7cm (m³/m³),soil_moisture_7_to_28cm (m³/m³),soil_moisture_28_to_100cm (m³/m³),soil_moisture_100_to_255cm (m³/m³),is_day (),pressure_msl_spread (hPa)
2025-06-28T20:00,12.0,46,0.9,0.00,0.00,1017.6,18.5,0.057,0.072,0.457,0.385,1,NaN
2025-06-28T21:00,11.4,50,1.5,0.00,0.00,1018.1,20.2,0.057,0.073,0.457,0.385,0,NaN
2025-06-28T22:00,10.8,56,2.3,0.00,0.00,1018.7,23.5,0.057,0.073,0.456,0.385,0,NaN
2025-06-28T23:00,9.9,71,4.9,0.00,0.00,1019.7,27.7,0.057,0.074,0.456,0.385,0,NaN
2025-06-29T00:00,9.3,77,5.4,0.00,0.00,1020.2,27.5,0.057,0.075,0.456,0.386,0,NaN
2025-06-29T01:00,9.4,75,5.2,0.00,0.00,1021.2,25.5,0.047,0.075,0.456,0.386,0,NaN
2025-06-29T02:00,9.1,76,5.1,0.00,0.00,1021.2,27.0,0.047,0.076,0.455,0.386,0,NaN
2025-06-29T03:00,8.4,79,5.0,0.00,0.00,1022.4,23.8,0.000,0.000,0.450,0.386,0,NaN
2025-06-29T04:00,7.7,78,4.1,0.00,0.00,1022.6,24.9,0.000,0.000,0.430,0.386,0,NaN
2025-06-29T05:00,6.9,79,3.5,0.10,0.10,1023.6,24.3,0.000,0.000,0.429,0.386,0,NaN
2025-06-29T06:00,6.4,79,3.1,0.00,0.00,1023.8,23.5,0.000,0.000,0.429,0.386,0,NaN
2025-06-29T07:00,5.9,82,3.0,0.00,0.00,1024.0,24.6,0.000,0.000,0.428,0.386,0,NaN
2025-06-29T08:00,5.8,82,3.0,0.00,0.00,1024.3,22.7,0.001,0.001,0.428,0.386,0,NaN
2025-06-29T09:00,5.6,83,3.0,0.20,0.20,1024.6,24.2,0.003,0.001,0.428,0.386,0,NaN
2025-06-29T10:00,5.3,86,3.2,0.20,0.20,1025.2,24.0,0.005,0.002,0.428,0.386,0,NaN
2025-06-29T11:00,5.0,86,2.8,0.00,0.00,1025.9,25.8,0.006,0.002,0.428,0.386,0,NaN
2025-06-29T12:00,4.9,84,2.4,0.00,0.00,1026.3,23.4,0.006,0.002,0.428,0.386,1,NaN
2025-06-29T13:00,4.9,81,1.9,0.00,0.00,1027.4,23.9,0.012,0.013,0.428,0.386,1,NaN
2025-06-29T14:00,5.3,76,1.4,0.00,0.00,1027.7,20.9,0.012,0.013,0.428,0.386,1,NaN
2025-06-29T15:00,6.0,68,0.6,0.00,0.00,1027.5,20.5,0.012,0.013,0.427,0.386,1,NaN
2025-06-29T16:00,7.3,57,-0.6,0.00,0.00,1027.1,19.2,0.012,0.014,0.427,0.386,1,NaN
2025-06-29T17:00,7.9,43,-3.8,0.00,0.00,1026.6,19.6,0.012,0.014,0.427,0.386,1,NaN
2025-06-29T18:00,8.0,36,-6.2,0.00,0.00,1026.7,20.8,0.012,0.014,0.427,0.386,1,NaN
2025-06-29T19:00,7.6,39,-5.4,0.00,0.00,1027.0,23.4,0.012,0.015,0.427,0.386,1,NaN
2025-06-29T20:00,7.1,45,-4.2,0.00,0.00,1027.1,26.0,0.012,0.015,0.427,0.386,1,NaN
2025-06-29T21:00,6.3,50,-3.4,0.00,0.00,1027.5,22.6,0.012,0.016,0.427,0.386,0,NaN
2025-06-29T22:00,5.4,56,-2.7,0.00,0.00,1027.8,27.2,0.012,0.016,0.427,0.386,0,NaN
2025-06-29T23:00,4.6,60,-2.6,0.00,0.00,1028.4,26.9,0.012,0.016,0.427,0.386,0,NaN
2025-06-30T00:00,4.6,56,-3.3,0.00,0.00,1028.3,27.1,0.012,0.017,0.426,0.386,0,NaN
2025-06-30T01:00,4.1,66,-1.6,0.00,0.00,1028.0,20.9,0.028,0.017,0.426,0.386,0,NaN
2025-06-30T02:00,4.0,67,-1.6,0.00,0.00,1028.0,21.5,0.028,0.017,0.426,0.386,0,NaN
2025-06-30T03:00,3.9,69,-1.3,0.00,0.00,1028.3,19.2,0.028,0.018,0.426,0.386,0,NaN
2025-06-30T04:00,3.7,71,-1.0,0.00,0.00,1028.3,20.6,0.028,0.018,0.426,0.386,0,NaN
2025-06-30T05:00,3.6,73,-0.7,0.00,0.00,1028.2,21.3,0.028,0.018,0.426,0.386,0,NaN
2025-06-30T06:00,3.6,76,-0.3,0.00,0.00,1027.9,20.8,0.028,0.019,0.426,0.386,0,NaN
2025-06-30T07:00,3.4,78,0.0,0.00,0.00,1027.5,23.0,0.028,0.019,0.425,0.386,0,NaN
2025-06-30T08:00,3.7,79,0.4,0.00,0.00,1027.1,25.2,0.028,0.019,0.425,0.386,0,NaN
2025-06-30T09:00,3.7,77,0.1,0.00,0.00,1027.3,27.1,0.028,0.020,0.425,0.386,0,NaN
2025-06-30T10:00,3.5,75,-0.6,0.00,0.00,1027.6,26.4,0.028,0.020,0.425,0.386,0,NaN
2025-06-30T11:00,3.4,75,-0.6,0.00,0.00,1027.9,23.4,0.028,0.020,0.425,0.386,0,NaN
2025-06-30T12:00,3.4,74,-0.8,0.00,0.00,1028.1,22.1,0.028,0.021,0.425,0.386,1,NaN
2025-06-30T13:00,3.6,76,-0.3,0.00,0.00,1028.7,20.9,0.045,0.021,0.427,0.386,1,NaN
2025-06-30T14:00,3.7,74,-0.5,0.00,0.00,1029.3,22.6,0.045,0.021,0.427,0.386,1,NaN
2025-06-30T15:00,3.7,72,-0.8,0.00,0.00,1029.1,25.9,0.045,0.022,0.426,0.386,1,NaN
2025-06-30T16:00,4.6,64,-1.6,0.00,0.00,1028.5,28.2,0.045,0.022,0.426,0.386,1,NaN
2025-06-30T17:00,5.3,61,-1.7,0.00,0.00,1028.2,30.0,0.045,0.023,0.426,0.386,1,NaN
2025-06-30T18:00,5.5,60,-1.7,0.00,0.00,1028.2,29.1,0.045,0.023,0.426,0.386,1,NaN
2025-06-30T19:00,5.7,57,-2.2,0.00,0.00,1028.2,28.7,0.045,0.023,0.426,0.386,1,NaN
2025-06-30T20:00,5.6,56,-2.6,0.00,0.00,1028.3,27.0,0.045,0.024,0.426,0.386,1,NaN
2025-06-30T21:00,5.2,57,-2.6,0.00,0.00,1028.4,22.3,0.045,0.024,0.426,0.386,0,NaN
2025-06-30T22:00,5.1,57,-2.7,0.00,0.00,1028.4,20.7,0.045,0.024,0.426,0.386,0,NaN
2025-06-30T23:00,4.8,59,-2.7,0.00,0.00,1028.6,20.0,0.045,0.025,0.426,0.386,0,NaN
2025-07-01T00:00,4.2,62,-2.5,0.00,0.00,1028.6,18.7,0.045,0.025,0.425,0.386,0,NaN
2025-07-01T01:00,2.9,70,-2.0,0.00,0.00,1029.0,20.3,0.049,0.025,0.425,0.386,0,NaN
2025-07-01T02:00,2.4,72,-2.1,0.00,0.00,1029.2,20.7,0.049,0.026,0.425,0.386,0,NaN
2025-07-01T03:00,2.0,73,-2.3,0.00,0.00,1029.6,21.1,0.049,0.026,0.425,0.386,0,NaN
2025-07-01T04:00,1.5,74,-2.7,0.00,0.00,1029.6,22.7,0.049,0.026,0.425,0.386,0,NaN
2025-07-01T05:00,1.2,72,-3.2,0.00,0.00,1029.8,22.8,0.049,0.027,0.425,0.386,0,NaN
2025-07-01T06:00,0.8,71,-3.9,0.00,0.00,1029.5,22.2,0.049,0.027,0.425,0.386,0,NaN
2025-07-01T07:00,0.5,69,-4.5,0.00,0.00,1029.3,23.0,0.049,0.027,0.425,0.386,0,NaN
2025-07-01T08:00,0.3,67,-5.0,0.00,0.00,1029.0,22.2,0.049,0.027,0.425,0.386,0,NaN
2025-07-01T09:00,0.1,67,-5.4,0.00,0.00,1029.0,20.7,0.049,0.028,0.425,0.386,0,NaN
2025-07-01T10:00,-0.1,67,-5.6,0.00,0.00,1029.5,18.8,0.049,0.028,0.424,0.386,0,NaN
2025-07-01T11:00,-0.4,67,-5.7,0.00,0.00,1030.0,17.7,0.049,0.028,0.424,0.386,0,NaN
2025-07-01T12:00,-0.0,65,-5.8,0.00,0.00,1030.4,17.6,0.049,0.029,0.424,0.386,1,NaN
2025-07-01T13:00,1.5,55,-6.5,0.00,0.00,1031.3,19.5,0.051,0.028,0.424,0.386,1,NaN
2025-07-01T14:00,3.3,47,-6.9,0.00,0.00,1031.8,12.9,0.051,0.029,0.424,0.386,1,NaN
2025-07-01T15:00,4.9,40,-7.5,0.00,0.00,1032.0,11.9,0.051,0.029,0.424,0.386,1,NaN
2025-07-01T16:00,6.0,36,-7.8,0.00,0.00,1031.7,12.6,0.051,0.029,0.424,0.386,1,NaN
2025-07-01T17:00,6.8,35,-7.8,0.00,0.00,1031.4,12.3,0.051,0.030,0.424,0.386,1,NaN
2025-07-01T18:00,7.3,34,-7.5,0.00,0.00,1031.1,11.2,0.051,0.030,0.424,0.386,1,NaN
2025-07-01T19:00,7.4,34,-7.3,0.00,0.00,1031.2,9.2,0.051,0.030,0.424,0.386,1,NaN
2025-07-01T20:00,7.0,36,-7.1,0.00,0.00,1031.0,5.8,0.051,0.031,0.424,0.386,1,NaN
2025-07-01T21:00,5.6,42,-6.4,0.00,0.00,1030.7,3.1,0.051,0.031,0.424,0.386,0,NaN
2025-07-01T22:00,5.1,49,-4.8,0.00,0.00,1030.7,0.9,0.051,0.031,0.423,0.386,0,NaN
2025-07-01T23:00,4.4,46,-6.3,0.00,0.00,1030.9,0.5,0.051,0.032,0.423,0.386,0,NaN
